departamento,municipio,candidato,votos,total_votos_candidatos,porcentaje_municipal
SANTANDER,CURITI,TRUJILLO SARMIENTO JORGE ANTONIO,11,5143,0.21388294769589733
SANTANDER,CURITI,VARGAS LLERAS GERMAN,343,5143,6.669259187244799
SANTANDER,EL CARMEN DE CHUCURI,DE LA CALLE LOMBANA HUMBERTO,44,5738,0.7668177065179504
SANTANDER,EL CARMEN DE CHUCURI,DUQUE MARQUEZ IVAN,4697,5738,81.8577901707912
SANTANDER,EL CARMEN DE CHUCURI,FAJARDO VALDERRAMA SERGIO,422,5738,7.354478912513071
SANTANDER,EL CARMEN DE CHUCURI,MORALES HOYOS VIVIANE ALEIDA,12,5738,0.20913210177762287
SANTANDER,EL CARMEN DE CHUCURI,PETRO URREGO GUSTAVO FRANCISCO,333,5738,5.803415824329035
SANTANDER,EL CARMEN DE CHUCURI,TRUJILLO SARMIENTO JORGE ANTONIO,12,5738,0.20913210177762287
SANTANDER,EL CARMEN DE CHUCURI,VARGAS LLERAS GERMAN,218,5738,3.799233182293482
SANTANDER,EL GUACAMAYO,DE LA CALLE LOMBANA HUMBERTO,1,900,0.1111111111111111
SANTANDER,EL GUACAMAYO,DUQUE MARQUEZ IVAN,430,900,47.77777777777778
SANTANDER,EL GUACAMAYO,FAJARDO VALDERRAMA SERGIO,82,900,9.11111111111111
SANTANDER,EL GUACAMAYO,MORALES HOYOS VIVIANE ALEIDA,1,900,0.1111111111111111
SANTANDER,EL GUACAMAYO,PETRO URREGO GUSTAVO FRANCISCO,43,900,4.777777777777778
SANTANDER,EL GUACAMAYO,TRUJILLO SARMIENTO JORGE ANTONIO,3,900,0.33333333333333337
SANTANDER,EL GUACAMAYO,VARGAS LLERAS GERMAN,340,900,37.77777777777778
SANTANDER,EL PENON,DE LA CALLE LOMBANA HUMBERTO,11,1525,0.7213114754098361
SANTANDER,EL PENON,DUQUE MARQUEZ IVAN,980,1525,64.26229508196721
SANTANDER,EL PENON,FAJARDO VALDERRAMA SERGIO,132,1525,8.655737704918034
SANTANDER,EL PENON,MORALES HOYOS VIVIANE ALEIDA,4,1525,0.26229508196721313
SANTANDER,EL PENON,PETRO URREGO GUSTAVO FRANCISCO,320,1525,20.983606557377048
SANTANDER,EL PENON,TRUJILLO SARMIENTO JORGE ANTONIO,4,1525,0.26229508196721313
SANTANDER,EL PENON,VARGAS LLERAS GERMAN,74,1525,4.852459016393443
SANTANDER,EL PLAYON,DE LA CALLE LOMBANA HUMBERTO,63,5923,1.0636501772750295
SANTANDER,EL PLAYON,DUQUE MARQUEZ IVAN,4328,5923,73.0710788451798
SANTANDER,EL PLAYON,FAJARDO VALDERRAMA SERGIO,516,5923,8.71180145196691
SANTANDER,EL PLAYON,MORALES HOYOS VIVIANE ALEIDA,15,5923,0.2532500422083404
SANTANDER,EL PLAYON,PETRO URREGO GUSTAVO FRANCISCO,532,5923,8.981934830322471
SANTANDER,EL PLAYON,TRUJILLO SARMIENTO JORGE ANTONIO,16,5923,0.27013337835556306
SANTANDER,EL PLAYON,VARGAS LLERAS GERMAN,453,5923,7.648151274691879
SANTANDER,ENCINO,DE LA CALLE LOMBANA HUMBERTO,36,1055,3.4123222748815163
SANTANDER,ENCINO,DUQUE MARQUEZ IVAN,682,1055,64.64454976303318
SANTANDER,ENCINO,FAJARDO VALDERRAMA SERGIO,106,1055,10.04739336492891
SANTANDER,ENCINO,MORALES HOYOS VIVIANE ALEIDA,2,1055,0.18957345971563982
SANTANDER,ENCINO,PETRO URREGO GUSTAVO FRANCISCO,87,1055,8.246445497630333
SANTANDER,ENCINO,TRUJILLO SARMIENTO JORGE ANTONIO,12,1055,1.1374407582938388
SANTANDER,ENCINO,VARGAS LLERAS GERMAN,130,1055,12.322274881516588
SANTANDER,ENCISO,DE LA CALLE LOMBANA HUMBERTO,79,1650,4.787878787878788
SANTANDER,ENCISO,DUQUE MARQUEZ IVAN,1043,1650,63.21212121212121
SANTANDER,ENCISO,FAJARDO VALDERRAMA SERGIO,197,1650,11.93939393939394
SANTANDER,ENCISO,MORALES HOYOS VIVIANE ALEIDA,7,1650,0.4242424242424243
SANTANDER,ENCISO,PETRO URREGO GUSTAVO FRANCISCO,96,1650,5.818181818181818
SANTANDER,ENCISO,TRUJILLO SARMIENTO JORGE ANTONIO,6,1650,0.36363636363636365
SANTANDER,ENCISO,VARGAS LLERAS GERMAN,222,1650,13.454545454545455
SANTANDER,FLORIAN,DE LA CALLE LOMBANA HUMBERTO,70,2132,3.283302063789869
SANTANDER,FLORIAN,DUQUE MARQUEZ IVAN,956,2132,44.8405253283302
SANTANDER,FLORIAN,FAJARDO VALDERRAMA SERGIO,191,2132,8.958724202626641
SANTANDER,FLORIAN,MORALES HOYOS VIVIANE ALEIDA,7,2132,0.3283302063789869
SANTANDER,FLORIAN,PETRO URREGO GUSTAVO FRANCISCO,494,2132,23.170731707317074
SANTANDER,FLORIAN,TRUJILLO SARMIENTO JORGE ANTONIO,10,2132,0.46904315196998125
SANTANDER,FLORIAN,VARGAS LLERAS GERMAN,404,2132,18.94934333958724
SANTANDER,FLORIDABLANCA,DE LA CALLE LOMBANA HUMBERTO,2031,125619,1.616793637905094
SANTANDER,FLORIDABLANCA,DUQUE MARQUEZ IVAN,54372,125619,43.28326129009147
SANTANDER,FLORIDABLANCA,FAJARDO VALDERRAMA SERGIO,43464,125619,34.59986148592172
SANTANDER,FLORIDABLANCA,MORALES HOYOS VIVIANE ALEIDA,225,125619,0.17911303226422753
SANTANDER,FLORIDABLANCA,PETRO URREGO GUSTAVO FRANCISCO,18630,125619,14.830559071478042
SANTANDER,FLORIDABLANCA,TRUJILLO SARMIENTO JORGE ANTONIO,583,125619,0.4641017680446429
SANTANDER,FLORIDABLANCA,VARGAS LLERAS GERMAN,6314,125619,5.026309714294812
SANTANDER,GALAN,DE LA CALLE LOMBANA HUMBERTO,14,1438,0.9735744089012517
SANTANDER,GALAN,DUQUE MARQUEZ IVAN,1054,1438,73.29624478442281
SANTANDER,GALAN,FAJARDO VALDERRAMA SERGIO,107,1438,7.440890125173853
SANTANDER,GALAN,MORALES HOYOS VIVIANE ALEIDA,5,1438,0.34770514603616137
SANTANDER,GALAN,PETRO URREGO GUSTAVO FRANCISCO,98,1438,6.815020862308763
SANTANDER,GALAN,TRUJILLO SARMIENTO JORGE ANTONIO,1,1438,0.06954102920723226
SANTANDER,GALAN,VARGAS LLERAS GERMAN,159,1438,11.05702364394993
SANTANDER,GAMBITA,DE LA CALLE LOMBANA HUMBERTO,20,1637,1.2217470983506415
SANTANDER,GAMBITA,DUQUE MARQUEZ IVAN,1097,1637,67.01282834453268
SANTANDER,GAMBITA,FAJARDO VALDERRAMA SERGIO,181,1637,11.056811240073305
SANTANDER,GAMBITA,MORALES HOYOS VIVIANE ALEIDA,7,1637,0.42761148442272445
SANTANDER,GAMBITA,PETRO URREGO GUSTAVO FRANCISCO,171,1637,10.445937690897985
SANTANDER,GAMBITA,TRUJILLO SARMIENTO JORGE ANTONIO,8,1637,0.4886988393402566
SANTANDER,GAMBITA,VARGAS LLERAS GERMAN,153,1637,9.346365302382406
SANTANDER,GIRON,DE LA CALLE LOMBANA HUMBERTO,1036,68611,1.509961959452566
SANTANDER,GIRON,DUQUE MARQUEZ IVAN,31097,68611,45.323636151637494
SANTANDER,GIRON,FAJARDO VALDERRAMA SERGIO,21397,68611,31.18596143475536
SANTANDER,GIRON,MORALES HOYOS VIVIANE ALEIDA,207,68611,0.3017008934427424
SANTANDER,GIRON,PETRO URREGO GUSTAVO FRANCISCO,10849,68611,15.812333299325182
SANTANDER,GIRON,TRUJILLO SARMIENTO JORGE ANTONIO,327,68611,0.4765999621052018
SANTANDER,GIRON,VARGAS LLERAS GERMAN,3698,68611,5.389806299281457
SANTANDER,GUACA,DE LA CALLE LOMBANA HUMBERTO,100,2756,3.6284470246734397
SANTANDER,GUACA,DUQUE MARQUEZ IVAN,2046,2756,74.23802612481857
SANTANDER,GUACA,FAJARDO VALDERRAMA SERGIO,260,2756,9.433962264150944
SANTANDER,GUACA,MORALES HOYOS VIVIANE ALEIDA,7,2756,0.2539912917271408
SANTANDER,GUACA,PETRO URREGO GUSTAVO FRANCISCO,180,2756,6.531204644412192
SANTANDER,GUACA,TRUJILLO SARMIENTO JORGE ANTONIO,3,2756,0.10885341074020319
SANTANDER,GUACA,VARGAS LLERAS GERMAN,160,2756,5.805515239477503
SANTANDER,GUADALUPE,DE LA CALLE LOMBANA HUMBERTO,17,2278,0.7462686567164178
SANTANDER,GUADALUPE,DUQUE MARQUEZ IVAN,1676,2278,73.57330992098332
SANTANDER,GUADALUPE,FAJARDO VALDERRAMA SERGIO,304,2278,13.345039508340651
SANTANDER,GUADALUPE,MORALES HOYOS VIVIANE ALEIDA,7,2278,0.30728709394205445
SANTANDER,GUADALUPE,PETRO URREGO GUSTAVO FRANCISCO,174,2278,7.6382791922739255
SANTANDER,GUADALUPE,TRUJILLO SARMIENTO JORGE ANTONIO,2,2278,0.08779631255487269
SANTANDER,GUADALUPE,VARGAS LLERAS GERMAN,98,2278,4.302019315188762
SANTANDER,GUAPOTA,DE LA CALLE LOMBANA HUMBERTO,23,980,2.3469387755102042
SANTANDER,GUAPOTA,DUQUE MARQUEZ IVAN,653,980,66.63265306122449
SANTANDER,GUAPOTA,FAJARDO VALDERRAMA SERGIO,106,980,10.816326530612246
SANTANDER,GUAPOTA,MORALES HOYOS VIVIANE ALEIDA,1,980,0.10204081632653061
SANTANDER,GUAPOTA,PETRO URREGO GUSTAVO FRANCISCO,78,980,7.959183673469387
SANTANDER,GUAPOTA,VARGAS LLERAS GERMAN,119,980,12.142857142857142
SANTANDER,GUAVATA,DE LA CALLE LOMBANA HUMBERTO,51,1914,2.664576802507837
SANTANDER,GUAVATA,DUQUE MARQUEZ IVAN,829,1914,43.31243469174504
SANTANDER,GUAVATA,FAJARDO VALDERRAMA SERGIO,213,1914,11.128526645768025
SANTANDER,GUAVATA,MORALES HOYOS VIVIANE ALEIDA,1,1914,0.052246603970741906
SANTANDER,GUAVATA,PETRO URREGO GUSTAVO FRANCISCO,587,1914,30.668756530825497
SANTANDER,GUAVATA,TRUJILLO SARMIENTO JORGE ANTONIO,2,1914,0.10449320794148381
SANTANDER,GUAVATA,VARGAS LLERAS GERMAN,231,1914,12.068965517241379
SANTANDER,GUEPSA,DE LA CALLE LOMBANA HUMBERTO,31,1981,1.5648662291771833
SANTANDER,GUEPSA,DUQUE MARQUEZ IVAN,664,1981,33.518425037859664
SANTANDER,GUEPSA,FAJARDO VALDERRAMA SERGIO,253,1981,12.771327612317013
SANTANDER,GUEPSA,MORALES HOYOS VIVIANE ALEIDA,2,1981,0.10095911155981827
SANTANDER,GUEPSA,PETRO URREGO GUSTAVO FRANCISCO,547,1981,27.612317011610298
SANTANDER,GUEPSA,TRUJILLO SARMIENTO JORGE ANTONIO,1,1981,0.05047955577990913
SANTANDER,GUEPSA,VARGAS LLERAS GERMAN,483,1981,24.381625441696116
SANTANDER,HATO,DE LA CALLE LOMBANA HUMBERTO,49,871,5.625717566016074
SANTANDER,HATO,DUQUE MARQUEZ IVAN,334,871,38.346727898966705
SANTANDER,HATO,FAJARDO VALDERRAMA SERGIO,174,871,19.97703788748565
SANTANDER,HATO,MORALES HOYOS VIVIANE ALEIDA,2,871,0.2296211251435132
SANTANDER,HATO,PETRO URREGO GUSTAVO FRANCISCO,153,871,17.56601607347876
SANTANDER,HATO,TRUJILLO SARMIENTO JORGE ANTONIO,7,871,0.8036739380022963
SANTANDER,HATO,VARGAS LLERAS GERMAN,152,871,17.451205510907002
SANTANDER,JESUS MARIA,DE LA CALLE LOMBANA HUMBERTO,23,1536,1.4973958333333335
SANTANDER,JESUS MARIA,DUQUE MARQUEZ IVAN,725,1536,47.20052083333333
SANTANDER,JESUS MARIA,FAJARDO VALDERRAMA SERGIO,217,1536,14.127604166666666
SANTANDER,JESUS MARIA,MORALES HOYOS VIVIANE ALEIDA,2,1536,0.13020833333333331
SANTANDER,JESUS MARIA,PETRO URREGO GUSTAVO FRANCISCO,442,1536,28.776041666666668
SANTANDER,JESUS MARIA,TRUJILLO SARMIENTO JORGE ANTONIO,1,1536,0.06510416666666666
SANTANDER,JESUS MARIA,VARGAS LLERAS GERMAN,126,1536,8.203125
SANTANDER,JORDAN,DE LA CALLE LOMBANA HUMBERTO,5,695,0.7194244604316548
SANTANDER,JORDAN,DUQUE MARQUEZ IVAN,512,695,73.66906474820144
SANTANDER,JORDAN,FAJARDO VALDERRAMA SERGIO,52,695,7.482014388489208
SANTANDER,JORDAN,MORALES HOYOS VIVIANE ALEIDA,2,695,0.28776978417266186
SANTANDER,JORDAN,PETRO URREGO GUSTAVO FRANCISCO,31,695,4.460431654676259
SANTANDER,JORDAN,TRUJILLO SARMIENTO JORGE ANTONIO,4,695,0.5755395683453237
SANTANDER,JORDAN,VARGAS LLERAS GERMAN,89,695,12.805755395683452
SANTANDER,LA BELLEZA,DE LA CALLE LOMBANA HUMBERTO,13,2958,0.4394861392832995
SANTANDER,LA BELLEZA,DUQUE MARQUEZ IVAN,2093,2958,70.75726842461123
SANTANDER,LA BELLEZA,FAJARDO VALDERRAMA SERGIO,308,2958,10.412440838404327
SANTANDER,LA BELLEZA,MORALES HOYOS VIVIANE ALEIDA,2,2958,0.0676132521974307
SANTANDER,LA BELLEZA,PETRO URREGO GUSTAVO FRANCISCO,267,2958,9.026369168356998
SANTANDER,LA BELLEZA,TRUJILLO SARMIENTO JORGE ANTONIO,3,2958,0.10141987829614604
SANTANDER,LA BELLEZA,VARGAS LLERAS GERMAN,272,2958,9.195402298850574
SANTANDER,LA PAZ,DE LA CALLE LOMBANA HUMBERTO,15,1649,0.9096422073984234
SANTANDER,LA PAZ,DUQUE MARQUEZ IVAN,1085,1649,65.79745300181928
SANTANDER,LA PAZ,FAJARDO VALDERRAMA SERGIO,201,1649,12.189205579138871
SANTANDER,LA PAZ,MORALES HOYOS VIVIANE ALEIDA,7,1649,0.42449969678593086
SANTANDER,LA PAZ,PETRO URREGO GUSTAVO FRANCISCO,158,1649,9.581564584596727
SANTANDER,LA PAZ,TRUJILLO SARMIENTO JORGE ANTONIO,5,1649,0.3032140691328078
SANTANDER,LA PAZ,VARGAS LLERAS GERMAN,178,1649,10.794420861127957
SANTANDER,LANDAZURI,DE LA CALLE LOMBANA HUMBERTO,54,4212,1.282051282051282
SANTANDER,LANDAZURI,DUQUE MARQUEZ IVAN,2221,4212,52.730294396961064
SANTANDER,LANDAZURI,FAJARDO VALDERRAMA SERGIO,471,4212,11.182336182336181
SANTANDER,LANDAZURI,MORALES HOYOS VIVIANE ALEIDA,14,4212,0.33238366571699907
SANTANDER,LANDAZURI,PETRO URREGO GUSTAVO FRANCISCO,964,4212,22.88698955365622
SANTANDER,LANDAZURI,TRUJILLO SARMIENTO JORGE ANTONIO,19,4212,0.4510921177587844
SANTANDER,LANDAZURI,VARGAS LLERAS GERMAN,469,4212,11.134852801519468
SANTANDER,LEBRIJA,DE LA CALLE LOMBANA HUMBERTO,228,18839,1.210255321407718
SANTANDER,LEBRIJA,DUQUE MARQUEZ IVAN,11992,18839,63.6551833961463
SANTANDER,LEBRIJA,FAJARDO VALDERRAMA SERGIO,3728,18839,19.78873613249111
SANTANDER,LEBRIJA,MORALES HOYOS VIVIANE ALEIDA,41,18839,0.2176336323584054
SANTANDER,LEBRIJA,PETRO URREGO GUSTAVO FRANCISCO,1659,18839,8.806199904453527
SANTANDER,LEBRIJA,TRUJILLO SARMIENTO JORGE ANTONIO,51,18839,0.27071500610435795
SANTANDER,LEBRIJA,VARGAS LLERAS GERMAN,1140,18839,6.05127660703859
SANTANDER,LOS SANTOS,DE LA CALLE LOMBANA HUMBERTO,116,4980,2.3293172690763053
SANTANDER,LOS SANTOS,DUQUE MARQUEZ IVAN,3139,4980,63.03212851405623
SANTANDER,LOS SANTOS,FAJARDO VALDERRAMA SERGIO,952,4980,19.116465863453815
SANTANDER,LOS SANTOS,MORALES HOYOS VIVIANE ALEIDA,7,4980,0.14056224899598393
SANTANDER,LOS SANTOS,PETRO URREGO GUSTAVO FRANCISCO,343,4980,6.887550200803212
SANTANDER,LOS SANTOS,TRUJILLO SARMIENTO JORGE ANTONIO,10,4980,0.2008032128514056
SANTANDER,LOS SANTOS,VARGAS LLERAS GERMAN,413,4980,8.293172690763052
SANTANDER,MACARAVITA,DE LA CALLE LOMBANA HUMBERTO,18,1070,1.6822429906542056
SANTANDER,MACARAVITA,DUQUE MARQUEZ IVAN,771,1070,72.05607476635514
SANTANDER,MACARAVITA,FAJARDO VALDERRAMA SERGIO,41,1070,3.8317757009345796
SANTANDER,MACARAVITA,MORALES HOYOS VIVIANE ALEIDA,1,1070,0.09345794392523366
SANTANDER,MACARAVITA,PETRO URREGO GUSTAVO FRANCISCO,69,1070,6.4485981308411215
SANTANDER,MACARAVITA,TRUJILLO SARMIENTO JORGE ANTONIO,3,1070,0.2803738317757009
SANTANDER,MACARAVITA,VARGAS LLERAS GERMAN,167,1070,15.60747663551402
SANTANDER,MALAGA,DE LA CALLE LOMBANA HUMBERTO,125,9151,1.365970932138564
SANTANDER,MALAGA,DUQUE MARQUEZ IVAN,5163,9151,56.42006338105126
SANTANDER,MALAGA,FAJARDO VALDERRAMA SERGIO,2180,9151,23.82253305649656
SANTANDER,MALAGA,MORALES HOYOS VIVIANE ALEIDA,12,9151,0.13113320948530216
SANTANDER,MALAGA,PETRO URREGO GUSTAVO FRANCISCO,1121,9151,12.250027319418642
SANTANDER,MALAGA,TRUJILLO SARMIENTO JORGE ANTONIO,15,9151,0.1639165118566277
SANTANDER,MALAGA,VARGAS LLERAS GERMAN,535,9151,5.846355589553054
SANTANDER,MATANZA,DE LA CALLE LOMBANA HUMBERTO,47,2891,1.6257350397786234
SANTANDER,MATANZA,DUQUE MARQUEZ IVAN,2150,2891,74.36873054306469
SANTANDER,MATANZA,FAJARDO VALDERRAMA SERGIO,268,2891,9.270148737461085
SANTANDER,MATANZA,MORALES HOYOS VIVIANE ALEIDA,6,2891,0.20754064337599448
SANTANDER,MATANZA,PETRO URREGO GUSTAVO FRANCISCO,246,2891,8.509166378415774
SANTANDER,MATANZA,TRUJILLO SARMIENTO JORGE ANTONIO,6,2891,0.20754064337599448
SANTANDER,MATANZA,VARGAS LLERAS GERMAN,168,2891,5.811138014527845
SANTANDER,MOGOTES,DE LA CALLE LOMBANA HUMBERTO,68,3871,1.7566520278997675
SANTANDER,MOGOTES,DUQUE MARQUEZ IVAN,2614,3871,67.52777060191166
SANTANDER,MOGOTES,FAJARDO VALDERRAMA SERGIO,596,3871,15.396538362180316
SANTANDER,MOGOTES,MORALES HOYOS VIVIANE ALEIDA,13,3871,0.3358305347455438
SANTANDER,MOGOTES,PETRO URREGO GUSTAVO FRANCISCO,399,3871,10.30741410488246
SANTANDER,MOGOTES,TRUJILLO SARMIENTO JORGE ANTONIO,11,3871,0.28416429863084475
SANTANDER,MOGOTES,VARGAS LLERAS GERMAN,170,3871,4.391630069749419
SANTANDER,MOLAGAVITA,DE LA CALLE LOMBANA HUMBERTO,18,1970,0.9137055837563453
SANTANDER,MOLAGAVITA,DUQUE MARQUEZ IVAN,1579,1970,80.15228426395939
SANTANDER,MOLAGAVITA,FAJARDO VALDERRAMA SERGIO,176,1970,8.934010152284264
SANTANDER,MOLAGAVITA,MORALES HOYOS VIVIANE ALEIDA,6,1970,0.3045685279187817
SANTANDER,MOLAGAVITA,PETRO URREGO GUSTAVO FRANCISCO,87,1970,4.416243654822335
SANTANDER,MOLAGAVITA,TRUJILLO SARMIENTO JORGE ANTONIO,7,1970,0.3553299492385787
SANTANDER,MOLAGAVITA,VARGAS LLERAS GERMAN,97,1970,4.9238578680203045
SANTANDER,OCAMONTE,DE LA CALLE LOMBANA HUMBERTO,75,2012,3.7276341948310137
SANTANDER,OCAMONTE,DUQUE MARQUEZ IVAN,1400,2012,69.58250497017893
SANTANDER,OCAMONTE,FAJARDO VALDERRAMA SERGIO,219,2012,10.884691848906561
SANTANDER,OCAMONTE,MORALES HOYOS VIVIANE ALEIDA,3,2012,0.14910536779324055
SANTANDER,OCAMONTE,PETRO URREGO GUSTAVO FRANCISCO,129,2012,6.4115308151093435
SANTANDER,OCAMONTE,TRUJILLO SARMIENTO JORGE ANTONIO,2,2012,0.09940357852882703
SANTANDER,OCAMONTE,VARGAS LLERAS GERMAN,184,2012,9.145129224652088
SANTANDER,OIBA,DE LA CALLE LOMBANA HUMBERTO,62,4701,1.318868325888109
SANTANDER,OIBA,DUQUE MARQUEZ IVAN,2937,4701,62.47606892150607
SANTANDER,OIBA,FAJARDO VALDERRAMA SERGIO,867,4701,18.442884492661136
SANTANDER,OIBA,MORALES HOYOS VIVIANE ALEIDA,18,4701,0.3828972559029994
SANTANDER,OIBA,PETRO URREGO GUSTAVO FRANCISCO,556,4701,11.827270793448202
SANTANDER,OIBA,TRUJILLO SARMIENTO JORGE ANTONIO,18,4701,0.3828972559029994
SANTANDER,OIBA,VARGAS LLERAS GERMAN,243,4701,5.169112954690491
SANTANDER,ONZAGA,DE LA CALLE LOMBANA HUMBERTO,65,1720,3.77906976744186
SANTANDER,ONZAGA,DUQUE MARQUEZ IVAN,1110,1720,64.53488372093024
SANTANDER,ONZAGA,FAJARDO VALDERRAMA SERGIO,189,1720,10.988372093023257
SANTANDER,ONZAGA,MORALES HOYOS VIVIANE ALEIDA,7,1720,0.4069767441860465
SANTANDER,ONZAGA,PETRO URREGO GUSTAVO FRANCISCO,142,1720,8.255813953488373
SANTANDER,ONZAGA,TRUJILLO SARMIENTO JORGE ANTONIO,5,1720,0.29069767441860467
SANTANDER,ONZAGA,VARGAS LLERAS GERMAN,202,1720,11.744186046511627
SANTANDER,PALMAR,DE LA CALLE LOMBANA HUMBERTO,17,712,2.387640449438202
SANTANDER,PALMAR,DUQUE MARQUEZ IVAN,344,712,48.31460674157304
SANTANDER,PALMAR,FAJARDO VALDERRAMA SERGIO,114,712,16.01123595505618
SANTANDER,PALMAR,PETRO URREGO GUSTAVO FRANCISCO,126,712,17.696629213483146
SANTANDER,PALMAR,TRUJILLO SARMIENTO JORGE ANTONIO,1,712,0.1404494382022472
SANTANDER,PALMAR,VARGAS LLERAS GERMAN,110,712,15.44943820224719
SANTANDER,PALMAS DEL SOCORRO,DE LA CALLE LOMBANA HUMBERTO,21,1417,1.4820042342978124
SANTANDER,PALMAS DEL SOCORRO,DUQUE MARQUEZ IVAN,892,1417,62.9498941425547
SANTANDER,PALMAS DEL SOCORRO,FAJARDO VALDERRAMA SERGIO,228,1417,16.090331686661962
SANTANDER,PALMAS DEL SOCORRO,MORALES HOYOS VIVIANE ALEIDA,3,1417,0.2117148906139732
SANTANDER,PALMAS DEL SOCORRO,PETRO URREGO GUSTAVO FRANCISCO,111,1417,7.833450952717008
SANTANDER,PALMAS DEL SOCORRO,TRUJILLO SARMIENTO JORGE ANTONIO,3,1417,0.2117148906139732
SANTANDER,PALMAS DEL SOCORRO,VARGAS LLERAS GERMAN,159,1417,11.22088920254058
SANTANDER,PARAMO,DE LA CALLE LOMBANA HUMBERTO,34,2103,1.6167379933428434
SANTANDER,PARAMO,DUQUE MARQUEZ IVAN,1372,2103,65.24013314312886
SANTANDER,PARAMO,FAJARDO VALDERRAMA SERGIO,392,2103,18.640038040893963
SANTANDER,PARAMO,MORALES HOYOS VIVIANE ALEIDA,2,2103,0.0951022349025202
SANTANDER,PARAMO,PETRO URREGO GUSTAVO FRANCISCO,119,2103,5.658582976699952
SANTANDER,PARAMO,TRUJILLO SARMIENTO JORGE ANTONIO,3,2103,0.14265335235378032
SANTANDER,PARAMO,VARGAS LLERAS GERMAN,181,2103,8.606752258678078
SANTANDER,PIEDECUESTA,DE LA CALLE LOMBANA HUMBERTO,893,68508,1.3034974017632979
SANTANDER,PIEDECUESTA,DUQUE MARQUEZ IVAN,31306,68508,45.696852922286446
SANTANDER,PIEDECUESTA,FAJARDO VALDERRAMA SERGIO,21098,68508,30.79640333975594
SANTANDER,PIEDECUESTA,MORALES HOYOS VIVIANE ALEIDA,133,68508,0.19413791090091667
SANTANDER,PIEDECUESTA,PETRO URREGO GUSTAVO FRANCISCO,11132,68508,16.249197174052664
SANTANDER,PIEDECUESTA,TRUJILLO SARMIENTO JORGE ANTONIO,212,68508,0.30945291060897995
SANTANDER,PIEDECUESTA,VARGAS LLERAS GERMAN,3734,68508,5.450458340631751
SANTANDER,PINCHOTE,DE LA CALLE LOMBANA HUMBERTO,43,1999,2.1510755377688846
SANTANDER,PINCHOTE,DUQUE MARQUEZ IVAN,969,1999,48.47423711855928
SANTANDER,PINCHOTE,FAJARDO VALDERRAMA SERGIO,578,1999,28.91445722861431
SANTANDER,PINCHOTE,MORALES HOYOS VIVIANE ALEIDA,7,1999,0.3501750875437719
SANTANDER,PINCHOTE,PETRO URREGO GUSTAVO FRANCISCO,252,1999,12.606303151575787
SANTANDER,PINCHOTE,TRUJILLO SARMIENTO JORGE ANTONIO,8,1999,0.400200100050025
SANTANDER,PINCHOTE,VARGAS LLERAS GERMAN,142,1999,7.103551775887944
SANTANDER,PUENTE NACIONAL,DE LA CALLE LOMBANA HUMBERTO,329,6514,5.050660116671784
SANTANDER,PUENTE NACIONAL,DUQUE MARQUEZ IVAN,2712,6514,41.633404973902365
SANTANDER,PUENTE NACIONAL,FAJARDO VALDERRAMA SERGIO,1251,6514,19.204789683758058
SANTANDER,PUENTE NACIONAL,MORALES HOYOS VIVIANE ALEIDA,13,6514,0.19957015658581514
SANTANDER,PUENTE NACIONAL,PETRO URREGO GUSTAVO FRANCISCO,1604,6514,24.623887012588273
SANTANDER,PUENTE NACIONAL,TRUJILLO SARMIENTO JORGE ANTONIO,17,6514,0.26097635861221985
SANTANDER,PUENTE NACIONAL,VARGAS LLERAS GERMAN,588,6514,9.026711697881487
SANTANDER,PUERTO PARRA,DE LA CALLE LOMBANA HUMBERTO,39,2490,1.566265060240964
SANTANDER,PUERTO PARRA,DUQUE MARQUEZ IVAN,1717,2490,68.95582329317268
SANTANDER,PUERTO PARRA,FAJARDO VALDERRAMA SERGIO,220,2490,8.835341365461847
SANTANDER,PUERTO PARRA,MORALES HOYOS VIVIANE ALEIDA,17,2490,0.6827309236947792
SANTANDER,PUERTO PARRA,PETRO URREGO GUSTAVO FRANCISCO,322,2490,12.931726907630523
SANTANDER,PUERTO PARRA,TRUJILLO SARMIENTO JORGE ANTONIO,18,2490,0.7228915662650602
SANTANDER,PUERTO PARRA,VARGAS LLERAS GERMAN,157,2490,6.305220883534137
SANTANDER,PUERTO WILCHES,DE LA CALLE LOMBANA HUMBERTO,166,11422,1.4533356680091052
SANTANDER,PUERTO WILCHES,DUQUE MARQUEZ IVAN,5023,11422,43.97653650849238
SANTANDER,PUERTO WILCHES,FAJARDO VALDERRAMA SERGIO,1252,11422,10.96130274908072
SANTANDER,PUERTO WILCHES,MORALES HOYOS VIVIANE ALEIDA,33,11422,0.2889161267728944
SANTANDER,PUERTO WILCHES,PETRO URREGO GUSTAVO FRANCISCO,4247,11422,37.18263001225704
SANTANDER,PUERTO WILCHES,TRUJILLO SARMIENTO JORGE ANTONIO,61,11422,0.534057082822623
SANTANDER,PUERTO WILCHES,VARGAS LLERAS GERMAN,640,11422,5.603221852565225
SANTANDER,RIONEGRO,DE LA CALLE LOMBANA HUMBERTO,179,11511,1.5550343150030406
SANTANDER,RIONEGRO,DUQUE MARQUEZ IVAN,7591,11511,65.9456172356876
SANTANDER,RIONEGRO,FAJARDO VALDERRAMA SERGIO,1518,11511,13.187385978629138
SANTANDER,RIONEGRO,MORALES HOYOS VIVIANE ALEIDA,37,11511,0.32143167405090783
